"marriagedata.rownum","poll","poll.firm","poll.year","id","statenum","statename","region.cat","female","race.wbh","edu.cat","age.cat","age.cat6","age.edu.cat6","educ","age","democrat","republican","black","hispanic","weight","yes.of.opinion.holders","yes.of.all","state","state.initnum","region","no.of.all","no.of.opinion.holders"
"178","Gall2005Aug22","Gall",2005,80178,21,"michigan",2,0,1,4,2,3,16,3,44,0,0,0,0,NA,1,1,"MI",23,"midwest",0,0
"179","Gall2005Aug22","Gall",2005,80179,22,"minnesota",2,1,1,4,4,6,34,4,70,1,0,0,0,NA,1,1,"MN",24,"midwest",0,0
"180","Gall2005Aug22","Gall",2005,80180,17,"louisiana",3,1,1,4,3,5,28,3,59,0,0,0,0,NA,1,1,"LA",19,"south",0,0
"181","Gall2005Aug22","Gall",2005,80181,45,"virginia",3,1,1,4,3,5,28,4,56,1,0,0,0,NA,1,1,"VA",46,"south",0,0
"182","Gall2005Aug22","Gall",2005,80182,4,"california",4,1,1,2,3,5,26,1,61,1,0,0,0,NA,0,0,"CA",5,"west",1,1
"183","Gall2005Aug22","Gall",2005,80183,42,"texas",3,0,1,4,3,4,22,3,45,0,0,0,0,NA,0,0,"TX",44,"south",1,1
"184","Gall2005Aug22","Gall",2005,80184,45,"virginia",3,1,1,4,4,6,34,4,68,0,0,0,0,NA,0,0,"VA",46,"south",1,1
"185","Gall2005Aug22","Gall",2005,80185,15,"kansas",2,0,1,2,2,3,14,2,40,0,1,0,0,NA,0,0,"KS",17,"midwest",1,1
"186","Gall2005Aug22","Gall",2005,80186,42,"texas",3,1,3,1,1,1,1,1,18,0,0,0,1,NA,0,0,"TX",44,"south",1,1
"187","Gall2005Aug22","Gall",2005,80187,4,"california",4,0,1,4,3,4,22,3,53,0,0,0,0,NA,0,0,"CA",5,"west",1,1
"188","Gall2005Aug22","Gall",2005,80188,12,"illinois",2,0,1,2,2,2,8,1,30,0,0,0,0,NA,1,1,"IL",15,"midwest",0,0
"189","Gall2005Aug22","Gall",2005,80189,31,"new york",1,0,1,2,3,5,26,1,56,0,1,0,0,NA,NA,0,"NY",35,"northeast",1,NA
"190","Gall2005Aug22","Gall",2005,80190,39,"south carolina",3,0,1,2,2,3,14,1,43,0,0,0,0,NA,0,0,"SC",41,"south",1,1
"191","Gall2005Aug22","Gall",2005,80191,34,"ohio",2,1,2,3,2,3,15,2,38,1,0,1,0,NA,0,0,"OH",36,"midwest",1,1
"192","Gall2005Aug22","Gall",2005,80192,27,"nevada",4,1,1,4,3,5,28,4,55,1,0,0,0,NA,1,1,"NV",34,"west",0,0
"193","Gall2005Aug22","Gall",2005,80193,36,"oregon",4,0,1,2,3,5,26,2,58,0,0,0,0,NA,0,0,"OR",38,"west",1,1
"194","Gall2005Aug22","Gall",2005,80194,5,"colorado",4,1,1,4,3,5,28,4,64,0,1,0,0,NA,0,0,"CO",6,"west",1,1
"195","Gall2005Aug22","Gall",2005,80195,32,"north carolina",3,1,1,2,2,3,14,1,38,1,0,0,0,NA,0,0,"NC",28,"south",1,1
"196","Gall2005Aug22","Gall",2005,80196,12,"illinois",2,1,1,4,2,3,16,3,41,0,1,0,0,NA,0,0,"IL",15,"midwest",1,1
"197","Gall2005Aug22","Gall",2005,80197,17,"louisiana",3,0,2,3,2,3,15,2,42,0,0,1,0,NA,0,0,"LA",19,"south",1,1
"198","Gall2005Aug22","Gall",2005,80198,14,"iowa",2,1,1,2,4,6,32,1,92,0,0,0,0,NA,0,0,"IA",13,"midwest",1,1
"199","Gall2005Aug22","Gall",2005,80199,29,"new jersey",1,1,2,4,2,2,10,4,34,0,1,1,0,NA,0,0,"NJ",32,"northeast",1,1
"200","Gall2005Aug22","Gall",2005,80200,4,"california",4,1,1,3,2,3,15,2,39,0,1,0,0,NA,0,0,"CA",5,"west",1,1
"201","Gall2005Aug22","Gall",2005,80201,5,"colorado",4,0,3,4,3,4,22,4,47,0,1,0,1,NA,1,1,"CO",6,"west",0,0
"202","Gall2005Aug22","Gall",2005,80202,2,"arizona",4,1,1,3,3,5,27,2,63,1,0,0,0,NA,0,0,"AZ",4,"west",1,1
"203","Gall2005Aug22","Gall",2005,80203,37,"pennsylvania",1,0,1,2,2,3,14,1,44,0,1,0,0,NA,0,0,"PA",39,"northeast",1,1
"204","Gall2005Aug22","Gall",2005,80204,12,"illinois",2,0,1,4,3,4,22,4,47,0,0,0,0,NA,1,1,"IL",15,"midwest",0,0
"205","Gall2005Aug22","Gall",2005,80205,42,"texas",3,1,1,4,3,4,22,4,53,0,1,0,0,NA,0,0,"TX",44,"south",1,1
"206","Gall2005Aug22","Gall",2005,80206,29,"new jersey",1,1,1,4,1,2,10,3,25,0,0,0,0,NA,1,1,"NJ",32,"northeast",0,0
"207","Gall2005Aug22","Gall",2005,80207,39,"south carolina",3,0,2,3,3,5,27,2,60,1,0,1,0,NA,0,0,"SC",41,"south",1,1
"208","Gall2005Aug22","Gall",2005,80208,23,"mississippi",3,1,1,2,NA,NA,NA,1,NA,1,0,0,0,NA,0,0,"MS",26,"south",1,1
"209","Gall2005Aug22","Gall",2005,80209,22,"minnesota",2,1,1,4,3,4,22,3,50,0,0,0,0,NA,1,1,"MN",24,"midwest",0,0
"210","Gall2005Aug22","Gall",2005,80210,12,"illinois",2,1,2,4,4,6,34,3,90,1,0,1,0,NA,1,1,"IL",15,"midwest",0,0
"211","Gall2005Aug22","Gall",2005,80211,34,"ohio",2,0,1,4,3,4,22,3,49,1,0,0,0,NA,0,0,"OH",36,"midwest",1,1
"212","Gall2005Aug22","Gall",2005,80212,5,"colorado",4,0,1,4,4,6,34,4,68,0,0,0,0,NA,0,0,"CO",6,"west",1,1
"213","Gall2005Aug22","Gall",2005,80213,9,"florida",3,0,1,4,3,4,22,4,45,0,1,0,0,NA,0,0,"FL",10,"south",1,1
"214","Gall2005Aug22","Gall",2005,80214,37,"pennsylvania",1,1,1,4,3,4,22,3,50,0,1,0,0,NA,1,1,"PA",39,"northeast",0,0
"215","Gall2005Aug22","Gall",2005,80215,32,"north carolina",3,0,1,2,1,1,2,1,22,0,1,0,0,NA,0,0,"NC",28,"south",1,1
"216","Gall2005Aug22","Gall",2005,80216,36,"oregon",4,0,1,4,3,5,28,4,58,0,0,0,0,NA,0,0,"OR",38,"west",1,1
"217","Gall2005Aug22","Gall",2005,80217,31,"new york",1,1,1,3,3,5,27,2,55,0,1,0,0,NA,1,1,"NY",35,"northeast",0,0
"218","Gall2005Aug22","Gall",2005,80218,2,"arizona",4,1,1,3,3,5,27,2,58,0,0,0,0,NA,1,1,"AZ",4,"west",0,0
"219","Gall2005Aug22","Gall",2005,80219,3,"arkansas",3,0,1,4,1,2,10,3,28,1,0,0,0,NA,1,1,"AR",3,"south",0,0
"220","Gall2005Aug22","Gall",2005,80220,24,"missouri",2,0,1,3,4,6,33,2,67,0,1,0,0,NA,0,0,"MO",25,"midwest",1,1
"221","Gall2005Aug22","Gall",2005,80221,42,"texas",3,0,1,2,4,6,32,1,74,1,0,0,0,NA,0,0,"TX",44,"south",1,1
"222","Gall2005Aug22","Gall",2005,80222,34,"ohio",2,0,1,3,3,4,21,2,45,0,0,0,0,NA,1,1,"OH",36,"midwest",0,0
"223","Gall2005Aug22","Gall",2005,80223,46,"washington",4,1,1,3,3,5,27,2,56,0,0,0,0,NA,1,1,"WA",48,"west",0,0
"224","Gall2005Aug22","Gall",2005,80224,2,"arizona",4,1,1,2,4,6,32,1,66,1,0,0,0,NA,1,1,"AZ",4,"west",0,0
"225","Gall2005Aug22","Gall",2005,80225,15,"kansas",2,0,1,3,3,5,27,2,57,0,0,0,0,NA,0,0,"KS",17,"midwest",1,1
"226","Gall2005Aug22","Gall",2005,80226,40,"south dakota",2,1,1,4,4,6,34,3,83,1,0,0,0,NA,1,1,"SD",42,"midwest",0,0
"227","Gall2005Aug22","Gall",2005,80227,42,"texas",3,0,1,4,2,3,16,3,38,0,0,0,0,NA,1,1,"TX",44,"south",0,0
"228","Gall2005Aug22","Gall",2005,80228,4,"california",4,1,1,3,4,6,33,2,78,0,0,0,0,NA,1,1,"CA",5,"west",0,0
"229","Gall2005Aug22","Gall",2005,80229,41,"tennessee",3,1,1,3,1,1,3,2,24,1,0,0,0,NA,1,1,"TN",43,"south",0,0
"230","Gall2005Aug22","Gall",2005,80230,42,"texas",3,1,1,2,4,6,32,1,72,0,1,0,0,NA,0,0,"TX",44,"south",1,1
"231","Gall2005Aug22","Gall",2005,80231,15,"kansas",2,1,1,4,2,2,10,3,30,0,0,0,0,NA,1,1,"KS",17,"midwest",0,0
"232","Gall2005Aug22","Gall",2005,80232,37,"pennsylvania",1,1,1,2,4,6,32,1,80,1,0,0,0,NA,1,1,"PA",39,"northeast",0,0
"233","Gall2005Aug22","Gall",2005,80233,20,"massachusetts",1,1,1,4,3,4,22,4,52,0,1,0,0,NA,0,0,"MA",20,"northeast",1,1
"234","Gall2005Aug22","Gall",2005,80234,42,"texas",3,0,1,3,2,3,15,2,35,0,0,0,0,NA,1,1,"TX",44,"south",0,0
"235","Gall2005Aug22","Gall",2005,80235,4,"california",4,1,1,2,3,4,20,1,51,0,0,0,0,NA,0,0,"CA",5,"west",1,1
"236","Gall2005Aug22","Gall",2005,80236,4,"california",4,1,1,2,4,6,32,1,72,0,1,0,0,NA,0,0,"CA",5,"west",1,1
"237","Gall2005Aug22","Gall",2005,80237,36,"oregon",4,0,1,4,3,4,22,3,49,0,0,0,0,NA,1,1,"OR",38,"west",0,0
"238","Gall2005Aug22","Gall",2005,80238,29,"new jersey",1,1,1,4,3,5,28,4,60,0,0,0,0,NA,1,1,"NJ",32,"northeast",0,0
"239","Gall2005Aug22","Gall",2005,80239,24,"missouri",2,1,1,2,3,4,20,1,53,1,0,0,0,NA,0,0,"MO",25,"midwest",1,1
"240","Gall2005Aug22","Gall",2005,80240,42,"texas",3,0,1,2,2,3,14,1,41,0,1,0,0,NA,0,0,"TX",44,"south",1,1
"241","Gall2005Aug22","Gall",2005,80241,11,"idaho",4,1,1,4,4,6,34,3,66,0,0,0,0,NA,1,1,"ID",14,"west",0,0
"242","Gall2005Aug22","Gall",2005,80242,4,"california",4,0,NA,4,2,2,10,4,33,0,0,NA,NA,NA,1,1,"CA",5,"west",0,0
"243","Gall2005Aug22","Gall",2005,80243,21,"michigan",2,0,1,2,1,1,2,1,21,0,0,0,0,NA,1,1,"MI",23,"midwest",0,0
"244","Gall2005Aug22","Gall",2005,80244,30,"new mexico",4,1,1,3,3,5,27,2,61,1,0,0,0,NA,1,1,"NM",33,"west",0,0
"245","Gall2005Aug22","Gall",2005,80245,22,"minnesota",2,1,1,2,4,6,32,1,77,0,1,0,0,NA,0,0,"MN",24,"midwest",1,1
"246","Gall2005Aug22","Gall",2005,80246,1,"alabama",3,1,2,2,3,4,20,1,54,1,0,1,0,NA,0,0,"AL",2,"south",1,1
"247","Gall2005Aug22","Gall",2005,80247,17,"louisiana",3,1,1,3,NA,NA,NA,2,NA,0,0,0,0,NA,NA,0,"LA",19,"south",1,NA
"248","Gall2005Aug22","Gall",2005,80248,15,"kansas",2,0,1,4,3,5,28,4,62,0,1,0,0,NA,0,0,"KS",17,"midwest",1,1
"249","Gall2005Aug22","Gall",2005,80249,12,"illinois",2,1,1,2,3,4,20,1,46,0,1,0,0,NA,0,0,"IL",15,"midwest",1,1
"250","Gall2005Aug22","Gall",2005,80250,5,"colorado",4,1,1,4,3,4,22,3,51,1,0,0,0,NA,NA,0,"CO",6,"west",1,NA
"251","Gall2005Aug22","Gall",2005,80251,17,"louisiana",3,1,1,4,3,5,28,4,57,1,0,0,0,NA,NA,0,"LA",19,"south",1,NA
"252","Gall2005Aug22","Gall",2005,80252,22,"minnesota",2,0,3,4,3,5,28,4,56,1,0,0,1,NA,1,1,"MN",24,"midwest",0,0
"253","Gall2005Aug22","Gall",2005,80253,17,"louisiana",3,0,2,2,2,2,8,1,33,1,0,1,0,NA,0,0,"LA",19,"south",1,1
"254","Gall2005Aug22","Gall",2005,80254,42,"texas",3,1,2,2,1,1,2,1,18,0,0,1,0,NA,1,1,"TX",44,"south",0,0
"255","Gall2005Aug22","Gall",2005,80255,4,"california",4,0,1,4,1,2,10,3,27,0,1,0,0,NA,0,0,"CA",5,"west",1,1
"256","Gall2005Aug22","Gall",2005,80256,42,"texas",3,1,1,4,3,5,28,4,59,1,0,0,0,NA,NA,0,"TX",44,"south",1,NA
"257","Gall2005Aug22","Gall",2005,80257,12,"illinois",2,0,1,2,4,6,32,1,65,1,0,0,0,NA,0,0,"IL",15,"midwest",1,1
"258","Gall2005Aug22","Gall",2005,80258,4,"california",4,0,1,3,1,2,9,2,28,0,0,0,0,NA,1,1,"CA",5,"west",0,0
"259","Gall2005Aug22","Gall",2005,80259,5,"colorado",4,0,1,4,2,3,16,3,40,0,0,0,0,NA,1,1,"CO",6,"west",0,0
"260","Gall2005Aug22","Gall",2005,80260,17,"louisiana",3,0,1,4,2,3,16,4,39,1,0,0,0,NA,0,0,"LA",19,"south",1,1
"261","Gall2005Aug22","Gall",2005,80261,42,"texas",3,1,1,2,4,6,32,1,72,0,1,0,0,NA,0,0,"TX",44,"south",1,1
"262","Gall2005Aug22","Gall",2005,80262,5,"colorado",4,0,1,3,3,4,21,2,49,0,0,0,0,NA,1,1,"CO",6,"west",0,0
"263","Gall2005Aug22","Gall",2005,80263,13,"indiana",2,0,1,4,3,4,22,3,51,0,0,0,0,NA,0,0,"IN",16,"midwest",1,1
"264","Gall2005Aug22","Gall",2005,80264,4,"california",4,0,3,2,2,3,14,2,42,1,0,0,1,NA,1,1,"CA",5,"west",0,0
"265","Gall2005Aug22","Gall",2005,80265,22,"minnesota",2,1,1,4,4,6,34,4,66,1,0,0,0,NA,0,0,"MN",24,"midwest",1,1
"266","Gall2005Aug22","Gall",2005,80266,12,"illinois",2,1,1,2,NA,NA,NA,1,NA,1,0,0,0,NA,0,0,"IL",15,"midwest",1,1
"267","Gall2005Aug22","Gall",2005,80267,4,"california",4,0,3,3,3,4,21,2,45,1,0,0,1,NA,1,1,"CA",5,"west",0,0
"268","Gall2005Aug22","Gall",2005,80268,42,"texas",3,1,1,4,3,4,22,4,48,1,0,0,0,NA,0,0,"TX",44,"south",1,1
"269","Gall2005Aug22","Gall",2005,80269,13,"indiana",2,0,1,2,4,6,32,1,65,0,1,0,0,NA,0,0,"IN",16,"midwest",1,1
"270","Gall2005Aug22","Gall",2005,80270,36,"oregon",4,0,1,NA,NA,NA,NA,99,NA,0,0,0,0,NA,0,0,"OR",38,"west",1,1
"271","Gall2005Aug22","Gall",2005,80271,12,"illinois",2,1,1,2,4,6,32,1,79,0,1,0,0,NA,0,0,"IL",15,"midwest",1,1
"272","Gall2005Aug22","Gall",2005,80272,24,"missouri",2,1,1,2,3,5,26,1,63,0,0,0,0,NA,1,1,"MO",25,"midwest",0,0
"273","Gall2005Aug22","Gall",2005,80273,35,"oklahoma",3,0,1,1,3,5,25,1,55,1,0,0,0,NA,0,0,"OK",37,"south",1,1
"274","Gall2005Aug22","Gall",2005,80274,17,"louisiana",3,1,2,4,3,4,22,4,53,1,0,1,0,NA,0,0,"LA",19,"south",1,1
"275","Gall2005Aug22","Gall",2005,80275,36,"oregon",4,1,1,2,3,4,20,1,49,0,1,0,0,NA,0,0,"OR",38,"west",1,1
"276","Gall2005Aug22","Gall",2005,80276,22,"minnesota",2,1,1,4,2,3,16,4,35,0,0,0,0,NA,1,1,"MN",24,"midwest",0,0
"277","Gall2005Aug22","Gall",2005,80277,40,"south dakota",2,0,1,2,3,4,20,1,53,0,0,0,0,NA,0,0,"SD",42,"midwest",1,1
"278","Gall2005Aug22","Gall",2005,80278,4,"california",4,0,2,4,4,6,34,4,78,0,0,1,0,NA,0,0,"CA",5,"west",1,1
"279","Gall2005Aug22","Gall",2005,80279,24,"missouri",2,0,1,4,2,3,16,3,38,0,0,0,0,NA,1,1,"MO",25,"midwest",0,0
"280","Gall2005Aug22","Gall",2005,80280,3,"arkansas",3,1,1,1,4,6,31,1,68,0,0,0,0,NA,0,0,"AR",3,"south",1,1
"281","Gall2005Aug22","Gall",2005,80281,4,"california",4,1,1,2,3,4,20,1,51,0,0,0,0,NA,1,1,"CA",5,"west",0,0
"282","Gall2005Aug22","Gall",2005,80282,2,"arizona",4,1,1,4,2,2,10,3,33,1,0,0,0,NA,1,1,"AZ",4,"west",0,0
"283","Gall2005Aug22","Gall",2005,80283,42,"texas",3,1,2,3,3,4,21,2,52,0,0,1,0,NA,1,1,"TX",44,"south",0,0
"284","Gall2005Aug22","Gall",2005,80284,36,"oregon",4,0,1,3,3,5,27,2,59,1,0,0,0,NA,0,0,"OR",38,"west",1,1
"285","Gall2005Aug22","Gall",2005,80285,1,"alabama",3,0,1,2,2,3,14,2,37,0,0,0,0,NA,1,1,"AL",2,"south",0,0
"286","Gall2005Aug22","Gall",2005,80286,17,"louisiana",3,0,1,2,1,1,2,1,19,0,0,0,0,NA,0,0,"LA",19,"south",1,1
"287","Gall2005Aug22","Gall",2005,80287,11,"idaho",4,1,1,2,4,6,32,1,69,0,1,0,0,NA,0,0,"ID",14,"west",1,1
"288","Gall2005Aug22","Gall",2005,80288,24,"missouri",2,0,1,1,4,6,31,1,69,0,1,0,0,NA,0,0,"MO",25,"midwest",1,1
"289","Gall2005Aug22","Gall",2005,80289,4,"california",4,1,1,4,3,4,22,3,50,0,1,0,0,NA,0,0,"CA",5,"west",1,1
"290","Gall2005Aug22","Gall",2005,80290,36,"oregon",4,0,1,2,1,2,8,1,27,0,1,0,0,NA,1,1,"OR",38,"west",0,0
"291","Gall2005Aug22","Gall",2005,80291,35,"oklahoma",3,0,1,4,2,3,16,4,41,0,1,0,0,NA,0,0,"OK",37,"south",1,1
"292","Gall2005Aug22","Gall",2005,80292,12,"illinois",2,1,2,3,3,4,21,2,53,1,0,1,0,NA,0,0,"IL",15,"midwest",1,1
"293","Gall2005Aug22","Gall",2005,80293,42,"texas",3,1,1,4,4,6,34,4,68,0,0,0,0,NA,0,0,"TX",44,"south",1,1
"294","Gall2005Aug22","Gall",2005,80294,22,"minnesota",2,0,1,4,2,3,16,3,35,0,0,0,0,NA,1,1,"MN",24,"midwest",0,0
"295","Gall2005Aug22","Gall",2005,80295,41,"tennessee",3,1,2,4,3,4,22,3,45,1,0,1,0,NA,1,1,"TN",43,"south",0,0
"296","Gall2005Aug22","Gall",2005,80296,1,"alabama",3,1,1,4,2,3,16,3,40,0,1,0,0,NA,0,0,"AL",2,"south",1,1
"297","Gall2005Aug22","Gall",2005,80297,23,"mississippi",3,0,1,2,4,6,32,2,65,0,1,0,0,NA,0,0,"MS",26,"south",1,1
"298","Gall2005Aug22","Gall",2005,80298,35,"oklahoma",3,1,1,2,3,4,20,1,51,0,0,0,0,NA,0,0,"OK",37,"south",1,1
"299","Gall2005Aug22","Gall",2005,80299,17,"louisiana",3,0,1,2,3,4,20,1,47,0,0,0,0,NA,0,0,"LA",19,"south",1,1
"300","Gall2005Aug22","Gall",2005,80300,49,"wyoming",4,0,1,4,1,2,10,3,29,0,1,0,0,NA,0,0,"WY",51,"west",1,1
"301","Gall2005Aug22","Gall",2005,80301,36,"oregon",4,0,1,4,2,2,10,3,34,0,0,0,0,NA,1,1,"OR",38,"west",0,0
"302","Gall2005Aug22","Gall",2005,80302,4,"california",4,0,1,3,3,5,27,2,60,1,0,0,0,NA,1,1,"CA",5,"west",0,0
"303","Gall2005Aug22","Gall",2005,80303,36,"oregon",4,0,1,2,3,4,20,2,49,0,1,0,0,NA,0,0,"OR",38,"west",1,1
"304","Gall2005Aug22","Gall",2005,80304,2,"arizona",4,1,1,3,NA,NA,NA,2,NA,0,1,0,0,NA,NA,0,"AZ",4,"west",1,NA
"305","Gall2005Aug22","Gall",2005,80305,46,"washington",4,1,1,4,2,2,10,3,34,1,0,0,0,NA,1,1,"WA",48,"west",0,0
"306","Gall2005Aug22","Gall",2005,80306,2,"arizona",4,0,NA,NA,NA,NA,NA,99,NA,0,0,NA,NA,NA,0,0,"AZ",4,"west",1,1
"307","Gall2005Aug22","Gall",2005,80307,2,"arizona",4,1,1,4,4,6,34,3,80,0,1,0,0,NA,0,0,"AZ",4,"west",1,1
"308","Gall2005Aug22","Gall",2005,80308,2,"arizona",4,0,1,4,4,6,34,3,73,0,1,0,0,NA,0,0,"AZ",4,"west",1,1
"309","Gall2005Aug22","Gall",2005,80309,46,"washington",4,0,1,2,4,6,32,1,76,0,1,0,0,NA,0,0,"WA",48,"west",1,1
"310","Gall2005Aug22","Gall",2005,80310,2,"arizona",4,1,1,2,3,5,26,1,61,0,1,0,0,NA,0,0,"AZ",4,"west",1,1
"311","Gall2005Aug22","Gall",2005,80311,4,"california",4,0,1,4,3,5,28,4,62,0,1,0,0,NA,1,1,"CA",5,"west",0,0
"312","Gall2005Aug22","Gall",2005,80312,2,"arizona",4,0,1,4,3,4,22,4,51,0,1,0,0,NA,NA,0,"AZ",4,"west",1,NA
"313","Gall2005Aug22","Gall",2005,80313,46,"washington",4,0,1,2,4,6,32,1,78,0,0,0,0,NA,NA,0,"WA",48,"west",1,NA
"314","Gall2005Aug22","Gall",2005,80314,46,"washington",4,1,1,4,1,2,10,4,27,0,1,0,0,NA,0,0,"WA",48,"west",1,1
"315","Gall2005Aug22","Gall",2005,80315,43,"utah",4,1,1,2,4,6,32,1,69,1,0,0,0,NA,0,0,"UT",45,"west",1,1
"316","Gall2005Aug22","Gall",2005,80316,26,"nebraska",2,0,1,4,3,5,28,4,62,0,0,0,0,NA,1,1,"NE",30,"midwest",0,0
"317","Gall2005Aug22","Gall",2005,80317,36,"oregon",4,1,1,4,2,3,16,4,40,1,0,0,0,NA,1,1,"OR",38,"west",0,0
"318","Gall2005Aug22","Gall",2005,80318,4,"california",4,0,1,2,3,5,26,1,56,0,1,0,0,NA,0,0,"CA",5,"west",1,1
"319","Gall2005Aug22","Gall",2005,80319,49,"wyoming",4,0,1,3,3,4,21,2,54,0,0,0,0,NA,0,0,"WY",51,"west",1,1
"320","Gall2005Aug22","Gall",2005,80320,11,"idaho",4,1,1,4,3,4,22,4,52,0,1,0,0,NA,NA,0,"ID",14,"west",1,NA
"321","Gall2005Aug22","Gall",2005,80321,46,"washington",4,1,1,4,4,6,34,4,74,0,0,0,0,NA,0,0,"WA",48,"west",1,1
"322","Gall2005Aug22","Gall",2005,80322,11,"idaho",4,1,1,3,4,6,33,2,76,0,1,0,0,NA,0,0,"ID",14,"west",1,1
"323","Gall2005Aug22","Gall",2005,80323,5,"colorado",4,0,1,4,2,3,16,3,41,0,0,0,0,NA,1,1,"CO",6,"west",0,0
"324","Gall2005Aug22","Gall",2005,80324,25,"montana",4,1,1,2,4,6,32,1,65,1,0,0,0,NA,0,0,"MT",27,"west",1,1
"325","Gall2005Aug22","Gall",2005,80325,43,"utah",4,1,1,2,3,4,20,1,47,1,0,0,0,NA,0,0,"UT",45,"west",1,1
"326","Gall2005Aug22","Gall",2005,80326,43,"utah",4,1,1,1,4,6,31,1,84,1,0,0,0,NA,0,0,"UT",45,"west",1,1
"327","Gall2005Aug22","Gall",2005,80327,46,"washington",4,0,1,4,3,5,28,4,60,0,0,0,0,NA,1,1,"WA",48,"west",0,0
"328","Gall2005Aug22","Gall",2005,80328,4,"california",4,1,1,2,2,2,8,1,30,0,1,0,0,NA,1,1,"CA",5,"west",0,0
"329","Gall2005Aug22","Gall",2005,80329,4,"california",4,1,1,2,2,3,14,1,44,1,0,0,0,NA,0,0,"CA",5,"west",1,1
"330","Gall2005Aug22","Gall",2005,80330,4,"california",4,1,1,4,4,6,34,3,89,0,1,0,0,NA,0,0,"CA",5,"west",1,1
"331","Gall2005Aug22","Gall",2005,80331,27,"nevada",4,1,1,4,4,6,34,4,69,1,0,0,0,NA,1,1,"NV",34,"west",0,0
"332","Gall2005Aug22","Gall",2005,80332,36,"oregon",4,1,1,2,3,5,26,1,55,1,0,0,0,NA,1,1,"OR",38,"west",0,0
"333","Gall2005Aug22","Gall",2005,80333,46,"washington",4,0,1,2,3,5,26,1,57,0,0,0,0,NA,0,0,"WA",48,"west",1,1
"334","Gall2005Aug22","Gall",2005,80334,43,"utah",4,1,3,2,2,3,14,1,42,0,1,0,1,NA,0,0,"UT",45,"west",1,1
"335","Gall2005Aug22","Gall",2005,80335,46,"washington",4,1,1,4,1,2,10,3,27,0,0,0,0,NA,1,1,"WA",48,"west",0,0
"336","Gall2005Aug22","Gall",2005,80336,46,"washington",4,1,1,4,4,6,34,3,67,0,0,0,0,NA,1,1,"WA",48,"west",0,0
"337","Gall2005Aug22","Gall",2005,80337,34,"ohio",2,0,1,2,1,1,2,1,19,0,1,0,0,NA,0,0,"OH",36,"midwest",1,1
"338","Gall2005Aug22","Gall",2005,80338,37,"pennsylvania",1,0,1,4,2,2,10,4,30,0,1,0,0,NA,1,1,"PA",39,"northeast",0,0
"339","Gall2005Aug22","Gall",2005,80339,31,"new york",1,0,1,4,3,5,28,3,63,0,0,0,0,NA,1,1,"NY",35,"northeast",0,0
"340","Gall2005Aug22","Gall",2005,80340,34,"ohio",2,1,1,2,3,5,26,1,57,1,0,0,0,NA,0,0,"OH",36,"midwest",1,1
"341","Gall2005Aug22","Gall",2005,80341,37,"pennsylvania",1,1,1,2,4,6,32,1,67,1,0,0,0,NA,0,0,"PA",39,"northeast",1,1
"342","Gall2005Aug22","Gall",2005,80342,37,"pennsylvania",1,1,1,2,3,5,26,2,62,1,0,0,0,NA,NA,0,"PA",39,"northeast",1,NA
"343","Gall2005Aug22","Gall",2005,80343,31,"new york",1,1,1,4,3,4,22,4,48,1,0,0,0,NA,1,1,"NY",35,"northeast",0,0
"344","Gall2005Aug22","Gall",2005,80344,34,"ohio",2,0,1,3,3,5,27,2,63,0,1,0,0,NA,0,0,"OH",36,"midwest",1,1
"345","Gall2005Aug22","Gall",2005,80345,37,"pennsylvania",1,0,1,4,3,5,28,4,55,1,0,0,0,NA,1,1,"PA",39,"northeast",0,0
"346","Gall2005Aug22","Gall",2005,80346,20,"massachusetts",1,1,1,4,3,5,28,4,59,1,0,0,0,NA,1,1,"MA",20,"northeast",0,0
"347","Gall2005Aug22","Gall",2005,80347,31,"new york",1,0,1,4,1,2,10,3,27,0,0,0,0,NA,0,0,"NY",35,"northeast",1,1
"348","Gall2005Aug22","Gall",2005,80348,10,"georgia",3,1,1,2,2,2,8,1,31,0,1,0,0,NA,0,0,"GA",11,"south",1,1
"349","Gall2005Aug22","Gall",2005,80349,37,"pennsylvania",1,1,1,4,2,3,16,3,40,0,1,0,0,NA,0,0,"PA",39,"northeast",1,1
"350","Gall2005Aug22","Gall",2005,80350,20,"massachusetts",1,1,1,4,3,4,22,4,53,0,0,0,0,NA,1,1,"MA",20,"northeast",0,0
"351","Gall2005Aug22","Gall",2005,80351,20,"massachusetts",1,1,1,4,4,6,34,4,65,1,0,0,0,NA,1,1,"MA",20,"northeast",0,0
"352","Gall2005Aug22","Gall",2005,80352,31,"new york",1,1,1,2,2,3,14,2,42,1,0,0,0,NA,1,1,"NY",35,"northeast",0,0
"353","Gall2005Aug22","Gall",2005,80353,20,"massachusetts",1,0,1,2,2,3,14,1,40,0,1,0,0,NA,0,0,"MA",20,"northeast",1,1
"354","Gall2005Aug22","Gall",2005,80354,41,"tennessee",3,0,1,3,1,1,3,2,23,0,1,0,0,NA,1,1,"TN",43,"south",0,0
"355","Gall2005Aug22","Gall",2005,80355,37,"pennsylvania",1,0,1,2,4,6,32,1,69,1,0,0,0,NA,0,0,"PA",39,"northeast",1,1
"356","Gall2005Aug22","Gall",2005,80356,9,"florida",3,0,1,1,2,3,13,1,38,0,1,0,0,NA,0,0,"FL",10,"south",1,1
